,#EANF#,%,Cash / Call,Equity,Equity ,Qty,Qty ,Rating ,Sector,Unnamed: 0,Unnamed: 0.1,Unnamed: 4,Unnamed: 5,Value,"Value
 (Rs cr)",Value  (Rs cr),company_code,company_name
51,,0.26,,,ITD Cementation,,"46,963.00",,Cement & Construction,51,,,,,0.79,,MSN1045,sundaram-select-micro-cap-sr-6-rp-g
0,,4.09,,,CenturyPlyboard,,"5,684.00",,Miscellaneous,0,,,,,0.17,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
1,,4,,,India Cements,,"8,290.00",,Cement & Construction,1,,,,,0.16,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
2,,3.71,,,Heritage Foods,,"1,367.00",,Food & Beverages,2,,,,,0.15,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
3,,3.61,,,Rane Holdings,,845,,Automotive,3,,,,,0.15,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
4,,3.43,,,J. K. Cement,,"1,493.00",,Cement & Construction,4,,,,,0.14,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
5,,3.42,,,Himatsingka Sei,,"4,120.00",,Manufacturing,5,,,,,0.14,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
6,,3.38,,,Blue Star,,"2,302.00",,Consumer Durables,6,,,,,0.14,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
7,,3.31,,,DCB Bank,,"6,820.00",,Banking & Financial Services,7,,,,,0.14,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
8,,3.24,,,Navin Fluorine,,"2,185.00",,Chemicals,8,,,,,0.13,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
9,,3.22,,,V-Guard Ind,,"7,644.00",,Miscellaneous,9,,,,,0.13,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
10,,3.18,,,Grindwell Norto,,"3,242.00",,Engineering & Capital Goods,10,,,,,0.13,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
11,,3.16,,,Timken,,"1,938.00",,Engineering & Capital Goods,11,,,,,0.13,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
12,,2.85,,,MM Forgings,,"1,905.00",,Manufacturing,12,,,,,0.12,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
13,,2.83,,,PVR,,822,,Media & Entertainment,13,,,,,0.12,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
14,,2.75,,,Ashoka Buildcon,,"6,096.00",,Cement & Construction,14,,,,,0.11,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
15,,2.47,,,Ador Welding,,"2,691.00",,Engineering & Capital Goods,15,,,,,0.1,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
16,,2.39,,,Minda Ind,,"1,525.00",,Automotive,16,,,,,0.1,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
17,,2.01,,,HSIL,,"2,252.00",,Cement & Construction,17,,,,,0.08,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
18,,1.97,,,PNC Infratech,,"5,642.00",,Retail & Real Estate,18,,,,,0.08,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
19,,1.97,,,Subros,,"3,340.00",,Automotive,19,,,,,0.08,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
20,,1.94,,,Praj Industries,,"10,523.00",,Engineering & Capital Goods,20,,,,,0.08,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
21,,1.88,,,NCC,,"8,788.00",,Cement & Construction,21,,,,,0.08,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
22,,1.65,,,Repco Home,,819,,Banking & Financial Services,22,,,,,0.07,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
23,,1.56,,,Techno Electric,,"1,694.00",,Engineering & Capital Goods,23,,,,,0.06,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
24,,1.52,,,Shanthi Gears,,"4,355.00",,Engineering & Capital Goods,24,,,,,0.06,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
25,,1.42,,,Navneet,,"3,252.00",,Miscellaneous,25,,,,,0.06,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
26,,1.39,,,Premier Explo,,"1,165.00",,Chemicals,26,,,,,0.06,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
27,,1.38,,,Salzer Electro,,"2,836.00",,Engineering & Capital Goods,27,,,,,0.06,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
28,,1.34,,,KSB Pumps,,722,,Engineering & Capital Goods,28,,,,,0.05,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
29,,1.33,,,PTC India,,"5,628.00",,Services,29,,,,,0.05,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
30,,1.32,,,Johnson Control,,271,,Consumer Durables,30,,,,,0.05,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
31,,1.27,,,NIIT Tech,,900,,Information Technology,31,,,,,0.05,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
32,,1.21,,,Va Tech Wabag,,720,,Engineering & Capital Goods,32,,,,,0.05,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
33,,1.14,,,WPIL,,"1,028.00",,Engineering & Capital Goods,33,,,,,0.05,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
34,,1.1,,,Ujjivan Financi,,"1,454.00",,Banking & Financial Services,34,,,,,0.05,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
35,,1.08,,,Texmaco Rail,,"5,037.00",,Engineering & Capital Goods,35,,,,,0.04,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
36,,1.02,,,Take Solutions,,"2,541.00",,Information Technology,36,,,,,0.04,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
37,,1,,,Dollar Ind,,195,,Manufacturing,37,,,,,0.04,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
38,,0.97,,,Heidelberg Cem,,"3,175.00",,Cement & Construction,38,,,,,0.04,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
39,,0.96,,,HT Media,,"4,856.00",,Media & Entertainment,39,,,,,0.04,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
40,,0.91,,,Gateway Distri,,"1,436.00",,Miscellaneous,40,,,,,0.04,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
41,,0.83,,,Gujarat Pipavav,,"2,271.00",,Services,41,,,,,0.03,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
42,,0.81,,,Clariant Chem,,522,,Chemicals,42,,,,,0.03,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
43,,0.77,,,S Chand and Co,,671,,Miscellaneous,43,,,,,0.03,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
44,,0.77,,,ZF Steering Gea,,257,,Automotive,44,,,,,0.03,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
45,,0.76,,,Mcleod,,"1,790.00",,Food & Beverages,45,,,,,0.03,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
46,,0.69,,,RPP Infra Proj,,"1,176.00",,Cement & Construction,46,,,,,0.03,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
47,,0.58,,,Madhucon Proj,,"6,243.00",,Cement & Construction,47,,,,,0.02,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
48,,0.46,,,GNA Axles,,820,,Automotive,48,,,,,0.02,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
49,,0.45,,,Kennametal,,298,,Engineering & Capital Goods,49,,,,,0.02,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
50,,0.33,,,PSP Projects,,500,,Cement & Construction,50,,,,,0.01,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
51,,0.26,,,ITD Cementation,,628,,Cement & Construction,51,,,,,0.01,,MSN1051,sundaram-select-micro-cap-sr-7-dp-g
0,,4.09,,,CenturyPlyboard,,"234,421.00",,Miscellaneous,0,,,,,6.9,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
1,,4,,,India Cements,,"341,890.00",,Cement & Construction,1,,,,,6.75,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
2,,3.71,,,Heritage Foods,,"56,396.00",,Food & Beverages,2,,,,,6.26,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
3,,3.61,,,Rane Holdings,,"34,835.00",,Automotive,3,,,,,6.09,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
4,,3.43,,,J. K. Cement,,"61,583.00",,Cement & Construction,4,,,,,5.79,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
5,,3.42,,,Himatsingka Sei,,"169,922.00",,Manufacturing,5,,,,,5.77,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
6,,3.38,,,Blue Star,,"94,928.00",,Consumer Durables,6,,,,,5.7,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
7,,3.31,,,DCB Bank,,"281,275.00",,Banking & Financial Services,7,,,,,5.58,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
8,,3.24,,,Navin Fluorine,,"90,129.00",,Chemicals,8,,,,,5.47,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
9,,3.22,,,V-Guard Ind,,"315,235.00",,Miscellaneous,9,,,,,5.43,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
10,,3.18,,,Grindwell Norto,,"133,716.00",,Engineering & Capital Goods,10,,,,,5.36,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
11,,3.16,,,Timken,,"79,908.00",,Engineering & Capital Goods,11,,,,,5.33,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
12,,2.85,,,MM Forgings,,"78,552.00",,Manufacturing,12,,,,,4.81,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
13,,2.83,,,PVR,,"33,907.00",,Media & Entertainment,13,,,,,4.77,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
14,,2.75,,,Ashoka Buildcon,,"251,420.00",,Cement & Construction,14,,,,,4.64,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
15,,2.47,,,Ador Welding,,"110,971.00",,Engineering & Capital Goods,15,,,,,4.17,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
16,,2.39,,,Minda Ind,,"62,913.00",,Automotive,16,,,,,4.03,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
17,,2.01,,,HSIL,,"92,877.00",,Cement & Construction,17,,,,,3.39,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
18,,1.97,,,PNC Infratech,,"232,703.00",,Retail & Real Estate,18,,,,,3.32,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
19,,1.97,,,Subros,,"137,741.00",,Automotive,19,,,,,3.32,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
20,,1.94,,,Praj Industries,,"434,004.00",,Engineering & Capital Goods,20,,,,,3.27,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
21,,1.88,,,NCC,,"362,421.00",,Cement & Construction,21,,,,,3.17,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
22,,1.65,,,Repco Home,,"33,767.00",,Banking & Financial Services,22,,,,,2.78,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
23,,1.56,,,Techno Electric,,"69,845.00",,Engineering & Capital Goods,23,,,,,2.63,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
24,,1.52,,,Shanthi Gears,,"179,610.00",,Engineering & Capital Goods,24,,,,,2.56,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
25,,1.42,,,Navneet,,"134,113.00",,Miscellaneous,25,,,,,2.4,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
26,,1.39,,,Premier Explo,,"48,031.00",,Chemicals,26,,,,,2.34,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
27,,1.38,,,Salzer Electro,,"116,974.00",,Engineering & Capital Goods,27,,,,,2.33,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
28,,1.34,,,KSB Pumps,,"29,759.00",,Engineering & Capital Goods,28,,,,,2.26,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
29,,1.33,,,PTC India,,"232,120.00",,Services,29,,,,,2.24,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
30,,1.32,,,Johnson Control,,"11,162.00",,Consumer Durables,30,,,,,2.23,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
31,,1.27,,,NIIT Tech,,"37,121.00",,Information Technology,31,,,,,2.14,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
32,,1.21,,,Va Tech Wabag,,"29,705.00",,Engineering & Capital Goods,32,,,,,2.04,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
33,,1.14,,,WPIL,,"42,384.00",,Engineering & Capital Goods,33,,,,,1.92,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
34,,1.1,,,Ujjivan Financi,,"59,970.00",,Banking & Financial Services,34,,,,,1.86,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
35,,1.08,,,Texmaco Rail,,"207,725.00",,Engineering & Capital Goods,35,,,,,1.82,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
36,,1.02,,,Take Solutions,,"104,815.00",,Information Technology,36,,,,,1.72,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
37,,1,,,Dollar Ind,,"8,057.00",,Manufacturing,37,,,,,1.69,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
38,,0.97,,,Heidelberg Cem,,"130,948.00",,Cement & Construction,38,,,,,1.64,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
39,,0.96,,,HT Media,,"200,288.00",,Media & Entertainment,39,,,,,1.62,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
40,,0.91,,,Gateway Distri,,"59,232.00",,Miscellaneous,40,,,,,1.54,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
41,,0.83,,,Gujarat Pipavav,,"93,648.00",,Services,41,,,,,1.4,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
42,,0.81,,,Clariant Chem,,"21,547.00",,Chemicals,42,,,,,1.37,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
43,,0.77,,,S Chand and Co,,"27,664.00",,Miscellaneous,43,,,,,1.3,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
44,,0.77,,,ZF Steering Gea,,"10,611.00",,Automotive,44,,,,,1.3,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
45,,0.76,,,Mcleod,,"73,825.00",,Food & Beverages,45,,,,,1.28,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
46,,0.69,,,RPP Infra Proj,,"48,485.00",,Cement & Construction,46,,,,,1.16,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
47,,0.58,,,Madhucon Proj,,"257,459.00",,Cement & Construction,47,,,,,0.98,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
48,,0.46,,,GNA Axles,,"33,832.00",,Automotive,48,,,,,0.78,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
49,,0.45,,,Kennametal,,"12,272.00",,Engineering & Capital Goods,49,,,,,0.76,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
50,,0.33,,,PSP Projects,,"20,636.00",,Cement & Construction,50,,,,,0.56,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
51,,0.26,,,ITD Cementation,,"25,912.00",,Cement & Construction,51,,,,,0.44,,MSN1049,sundaram-select-micro-cap-sr-7-rp-g
0,,4.81,,,KEI Industries,,"8,260.00",,Engineering & Capital Goods,0,,,,,0.19,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
1,,3.95,,,India Cements,,"7,978.00",,Cement & Construction,1,,,,,0.16,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
2,,3.89,,,Astra Microwave,,"10,946.00",,Telecommunication,2,,,,,0.16,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
3,,3.76,,,Carborundum,,"4,613.00",,Engineering & Capital Goods,3,,,,,0.15,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
4,,3.43,,,Healthcare Glob,,"5,429.00",,Services,4,,,,,0.14,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
5,,3.38,,,Blue Star,,"2,250.00",,Consumer Durables,5,,,,,0.13,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
6,,3.32,,,V-Guard Ind,,"7,677.00",,Miscellaneous,6,,,,,0.13,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
7,,3.3,,,Himatsingka Sei,,"3,869.00",,Manufacturing,7,,,,,0.13,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
8,,3.12,,,Kalpataru Power,,"3,828.00",,Engineering & Capital Goods,8,,,,,0.12,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
9,,2.96,,,CenturyPlyboard,,"4,014.00",,Miscellaneous,9,,,,,0.12,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
10,,2.66,,,Grindwell Norto,,"2,638.00",,Engineering & Capital Goods,10,,,,,0.11,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
11,,2.55,,,Shanthi Gears,,"7,118.00",,Engineering & Capital Goods,11,,,,,0.1,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
12,,2.51,,,Ashoka Buildcon,,"5,425.00",,Cement & Construction,12,,,,,0.1,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
13,,2.48,,,Ador Welding,,"2,644.00",,Engineering & Capital Goods,13,,,,,0.1,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
14,,2.41,,,Minda Ind,,"1,502.00",,Automotive,14,,,,,0.1,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
15,,2.36,,,Rane Holdings,,540,,Automotive,15,,,,,0.09,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
16,,2.16,,,Heidelberg Cem,,"6,889.00",,Cement & Construction,16,,,,,0.09,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
17,,2.08,,,Techno Electric,,"2,212.00",,Engineering & Capital Goods,17,,,,,0.08,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
18,,2.02,,,Subros,,"3,335.00",,Automotive,18,,,,,0.08,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
19,,2.02,,,PVR,,572,,Media & Entertainment,19,,,,,0.08,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
20,,1.98,,,PNC Infratech,,"5,517.00",,Retail & Real Estate,20,,,,,0.08,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
21,,1.95,,,ITD Cementation,,"4,584.00",,Cement & Construction,21,,,,,0.08,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
22,,1.93,,,Navin Fluorine,,"1,268.00",,Chemicals,22,,,,,0.08,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
23,,1.81,,,NCC,,"8,273.00",,Cement & Construction,23,,,,,0.07,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
24,,1.67,,,Repco Home,,808,,Banking & Financial Services,24,,,,,0.07,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
25,,1.67,,,PTC India,,"6,901.00",,Services,25,,,,,0.07,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
26,,1.65,,,Heritage Foods,,595,,Food & Beverages,26,,,,,0.07,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
27,,1.52,,,MM Forgings,,989,,Manufacturing,27,,,,,0.06,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
28,,1.44,,,Navneet,,"3,205.00",,Miscellaneous,28,,,,,0.06,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
29,,1.4,,,Gateway Distri,,"2,167.00",,Miscellaneous,29,,,,,0.06,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
30,,1.39,,,Premier Explo,,"1,133.00",,Chemicals,30,,,,,0.06,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
31,,1.38,,,Texmaco Rail,,"6,286.00",,Engineering & Capital Goods,31,,,,,0.06,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
32,,1.34,,,Johnson Control,,267,,Consumer Durables,32,,,,,0.05,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
33,,1.31,,,Praj Industries,,"6,951.00",,Engineering & Capital Goods,33,,,,,0.05,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
34,,1.29,,,NIIT Tech,,891,,Information Technology,34,,,,,0.05,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
35,,1.29,,,Salzer Electro,,"2,576.00",,Engineering & Capital Goods,35,,,,,0.05,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
36,,1.23,,,Va Tech Wabag,,713,,Engineering & Capital Goods,36,,,,,0.05,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
37,,1.22,,,PSP Projects,,"1,805.00",,Cement & Construction,37,,,,,0.05,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
38,,1.16,,,WPIL,,"1,020.00",,Engineering & Capital Goods,38,,,,,0.05,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
39,,1.11,,,Ujjivan Financi,,"1,431.00",,Banking & Financial Services,39,,,,,0.04,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
40,,1.06,,,Take Solutions,,"2,581.00",,Information Technology,40,,,,,0.04,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
41,,0.99,,,Dollar Ind,,189,,Manufacturing,41,,,,,0.04,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
42,,0.97,,,HT Media,,"4,790.00",,Media & Entertainment,42,,,,,0.04,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
43,,0.92,,,KSB Pumps,,479,,Engineering & Capital Goods,43,,,,,0.04,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
44,,0.84,,,Gujarat Pipavav,,"2,242.00",,Services,44,,,,,0.03,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
45,,0.83,,,Clariant Chem,,523,,Chemicals,45,,,,,0.03,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
46,,0.78,,,ZF Steering Gea,,254,,Automotive,46,,,,,0.03,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
47,,0.78,,,S Chand and Co,,663,,Miscellaneous,47,,,,,0.03,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
48,,0.73,,,Mcleod,,"1,677.00",,Food & Beverages,48,,,,,0.03,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
49,,0.69,,,RPP Infra Proj,,"1,143.00",,Cement & Construction,49,,,,,0.03,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
50,,0.63,,,Kennametal,,406,,Engineering & Capital Goods,50,,,,,0.03,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
51,,0.44,,,GNA Axles,,762,,Automotive,51,,,,,0.02,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
52,,0.32,,,Madhucon Proj,,"3,364.00",,Cement & Construction,52,,,,,0.01,,MSN1182,sundaram-select-micro-cap-sr-8-dp-g
0,,4.81,,,KEI Industries,,"254,256.00",,Engineering & Capital Goods,0,,,,,5.91,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
1,,3.95,,,India Cements,,"245,578.00",,Cement & Construction,1,,,,,4.85,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
2,,3.89,,,Astra Microwave,,"336,932.00",,Telecommunication,2,,,,,4.78,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
3,,3.76,,,Carborundum,,"141,984.00",,Engineering & Capital Goods,3,,,,,4.62,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
4,,3.43,,,Healthcare Glob,,"167,105.00",,Services,4,,,,,4.21,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
5,,3.38,,,Blue Star,,"69,246.00",,Consumer Durables,5,,,,,4.15,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
6,,3.32,,,V-Guard Ind,,"236,316.00",,Miscellaneous,6,,,,,4.08,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
7,,3.3,,,Himatsingka Sei,,"119,103.00",,Manufacturing,7,,,,,4.05,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
8,,3.12,,,Kalpataru Power,,"117,835.00",,Engineering & Capital Goods,8,,,,,3.83,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
9,,2.96,,,CenturyPlyboard,,"123,550.00",,Miscellaneous,9,,,,,3.64,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
10,,2.66,,,Grindwell Norto,,"81,188.00",,Engineering & Capital Goods,10,,,,,3.27,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
11,,2.55,,,Shanthi Gears,,"219,091.00",,Engineering & Capital Goods,11,,,,,3.13,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
12,,2.51,,,Ashoka Buildcon,,"166,998.00",,Cement & Construction,12,,,,,3.08,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
13,,2.48,,,Ador Welding,,"81,399.00",,Engineering & Capital Goods,13,,,,,3.05,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
14,,2.41,,,Minda Ind,,"46,224.00",,Automotive,14,,,,,2.96,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
15,,2.36,,,Rane Holdings,,"16,623.00",,Automotive,15,,,,,2.9,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
16,,2.16,,,Heidelberg Cem,,"212,063.00",,Cement & Construction,16,,,,,2.65,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
17,,2.08,,,Techno Electric,,"68,097.00",,Engineering & Capital Goods,17,,,,,2.55,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
18,,2.02,,,Subros,,"102,646.00",,Automotive,18,,,,,2.48,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
19,,2.02,,,PVR,,"17,614.00",,Media & Entertainment,19,,,,,2.48,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
20,,1.98,,,PNC Infratech,,"169,821.00",,Retail & Real Estate,20,,,,,2.43,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
21,,1.95,,,ITD Cementation,,"141,089.00",,Cement & Construction,21,,,,,2.4,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
22,,1.93,,,Navin Fluorine,,"39,046.00",,Chemicals,22,,,,,2.37,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
23,,1.81,,,NCC,,"254,644.00",,Cement & Construction,23,,,,,2.22,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
24,,1.67,,,Repco Home,,"24,863.00",,Banking & Financial Services,24,,,,,2.05,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
25,,1.67,,,PTC India,,"212,439.00",,Services,25,,,,,2.05,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
26,,1.65,,,Heritage Foods,,"18,326.00",,Food & Beverages,26,,,,,2.03,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
27,,1.52,,,MM Forgings,,"30,450.00",,Manufacturing,27,,,,,1.87,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
28,,1.44,,,Navneet,,"98,667.00",,Miscellaneous,28,,,,,1.77,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
29,,1.4,,,Gateway Distri,,"66,698.00",,Miscellaneous,29,,,,,1.72,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
30,,1.39,,,Premier Explo,,"34,880.00",,Chemicals,30,,,,,1.71,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
31,,1.38,,,Texmaco Rail,,"193,484.00",,Engineering & Capital Goods,31,,,,,1.69,,MSN1180,sundaram-select-micro-cap-sr-8-rp-g
